unit_code,title,year,credit_points,faculty,subclass,school,campuses,teaching_periods,prerequisites,corequisites,prohibitions,synopsis
FIT3203,Intelligent agents ,2026,6,IT,Unit,Faculty of Information Technology,,,FIT2004&FIT2111,,,"This unit introduces you to the field of Artificial Intelligence (AI) as a specialisation within Computer Science. It provides an overview of the foundations of AI, including the history, key concepts, and applications across diverse domains such as language, vision, and intelligent decision-making. You will explore introductory AI problem-solving techniques and develop a basic understanding of how AI systems are designed to emulate aspects of intelligence.
In parallel, the unit equips you with the essential mathematical and computational foundations required for later AI units. These include fundamental concepts from linear algebra and vector calculus, introduced in the context of solving simple AI-related problems such as classification and optimisation. Practical labs emphasise hands-on engagement through simulations, mathematical reasoning, and basic AI model-building, along with reflection on the societal and ethical implications of AI technologies."
FIT3204,Work Integrated Learning: Industry experience,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester; Summer semester A; First semester,FIT1049,,,"Students engage in an industry placement of 144 hours with a self-sourced placement arranged by the student. Self-sourced placements require a defined application and approval process. Students on placement apply the knowledge, skills and practices developed in their academic studies and, with the guidance of mentors and colleagues, build further IT expertise and professional awareness. Throughout the placement, students reflect on their experiences to optimise their professional development. This unit is concluded with the students presentation"
FIT3204	,Work Integrated Learning: Industry experience,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester; Summer semester A; First semester,FIT1049,,,"Students engage in an industry placement of 144 hours with a self-sourced placement arranged by the student. Self-sourced placements require a defined application and approval process. Students on placement apply the knowledge, skills and practices developed in their academic studies and, with the guidance of mentors and colleagues, build further IT expertise and professional awareness. Throughout the placement, students reflect on their experiences to optimise their professional development. This unit is concluded with the students presentation"
FIT4000,Honours thesis extension,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester,,,,"FIT4000 is an extension unit for all FIT undergraduate Honours degree students, where appropriate. Entry only available on approval by the Associate Dean (Education) where exceptional circumstances have been determined."
FIT4002,Software engineering industry experience studio project,2026,12,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,Full year,(FIT3170&FIT3171),,,"You will undertake a large project and work in groups on a software project for a client. The client may be internal to Monash or from the industry or research organisation. In general, projects involve all aspects of the system development lifecycle. Groups are responsible for their own project management, with guidance from a supervisor. Some projects will warrant students working in pairs or individually."
FIT4005,  IT research and innovation methods,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,First semester; Second semester,,,,"The aim of this unit is to prepare you to conduct research and innovation in the IT industry. It provides broad coverage of the issues, concepts, methods, and techniques associated with the contemporary IT professional as you conduct research, and design and evaluate new products and services. It introduces you to major research and innovation paradigms, the principles of research and innovation design, responsible research and innovation, and research and innovation methods and techniques within IT industry. It also covers how to effectively communicate the results research and innovation through the established method of short-form video. Skills developed and knowledge acquired from this unit will prepare you to plan, conduct and communicate research and innovation within an IT organisation, as well as to be knowledgeable and critical interpreters of research and innovation more generally."
FIT4008,Reading unit,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,Second semester; First semester,,,,"This unit is a research unit and an elective unit for the Honours degrees of the Faculty of Information Technology. Due to the nature of the area of IT, a wide range of reading unit types can be offered you. Some project components are of a practical nature and may involve some software development and/or experimentation, while other components are of a more theoretical nature. Details for the reading unit will be defined and approved individually for each student and will include objectives, assessment details, due dates and an initial reading list. Assessment comprises a research paper or review (6000-10,000 words), project report, or equivalent. Enrolment into reading units and allocation of a supervising academic will be approved by the Deputy Dean (Education)."
FIT4042,Industry-based learning placement,2026,18,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,Term 4; Term 2,(FIT2085;FIT1008)&(FIT3202;FIT3201),,,"You engage in a full time industry placement at an established partner of the Faculty of IT industry based learning program including major global companies, leading Australian companies and worldwide consultancies. Students on placement apply the knowledge, skills and practices developed in their academic studies and, with the guidance of mentors and colleagues, build further IT expertise and professional awareness. Throughout the placement, you reflect on your experiences to optimise your professional development.
This unit combined with one of its prerequisites (FIT3201 or FIT3202) form an uninterrupted 20 or 16 week industry placement respectively."
FIT4043,Advanced topics in software engineering,2026,6,IT,Unit,Faculty of Information Technology,,,,,,"This unit aims to provide you with advanced knowledge of software engineering. Emerging technologies are transforming the definition of software. Advancements in generative AI and agentic AI are redefining software systems as more intelligent systems are embedded with AI components. New challenges are emerging around the development, evaluation, and maintenance of AI-based software systems. At the same time, these advanced techniques are revolutionising the software development paradigm, encompassing requirements analysis, system design, implementation, testing, deployment, and continuous integration/development. You will explore these emerging areas of software engineering and equip yourself with the most up-to-date best practices."
FIT4165,Computer networks,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester,FIT2100&FIT3159,,,"The unit introduces computer networks with an explicit software and system-centric focus. It provides skills in data communications, networks, and associated software interfaces, and introduces principles in network design, configuration, management and security."
FIT4441,Honours thesis part 1,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,,,,"This unit is a research unit and a requirement for the FIT Honours degrees. Due to the nature of IT, a wide range of Honours project types can be offered to students. Some project components are of a practical nature and may involve some software development and/or experimentation, while other components are of a more theoretical nature.
This unit forms part of the sequence of units comprising the Honours thesis in the Faculty of Information Technology.
The exit point for the Honours thesis is FIT4444 (24 credit points)."
FIT4442,Honours thesis part 2,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,,FIT4441,,"This unit is a research unit and a requirement for the FIT Honours degrees. Due to the nature of IT, a wide range of Honours project types can be offered to students. Some project components are of a practical nature and may involve some software development and/or experimentation, while other components are of a more theoretical nature.
This unit forms part of the sequence of units comprising the Honours thesis in the Faculty of Information Technology.
The exit point for the Honours thesis is FIT4444 (24 pts)."
FIT4443,Honours thesis part 3,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,First semester; Second semester,,FIT4442,,"This unit is a research unit and a requirement for the FIT Honours degrees. Due to the nature of IT, a wide range of Honours project types can be offered to students. Some project components are of a practical nature and may involve some software development and/or experimentation, while other components are of a more theoretical nature.
This unit forms part of the sequence of units comprising the Honours thesis in the Faculty of Information Technology.
The exit point for the Honours thesis is FIT4444 (24 credit points)."
FIT4444,Honours thesis final,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,,FIT4443,,"This unit is a research unit and a requirement for the FIT Honours degrees. Due to the nature of IT, a wide range of Honours project types can be offered to students. Some project components are of a practical nature and may involve some software development and/or experimentation, while other components are of a more theoretical nature.
This unit forms part of the sequence of units comprising the Honours thesis in the Faculty of Information Technology and is the exit point for the Honours thesis."
FIT4701,Final year software engineering project A,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,Second semester; First semester,,,,The aim of this capstone unit is to provide an opportunity for you to undertake a substantial individual or small group project. Projects undertaken will integrate and build on content from earlier stages of the course. This unit is the first part of a two-unit project.
FIT4702,Final year software engineering project B,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,First semester; Second semester,FIT4701,,,This unit is a continuation of FIT4701 Final year software engineering project A. The aim of this capstone unit is to provide an opportunity for you to undertake a substantial individual or small group project. Projects undertaken will integrate and build on content from earlier stages of the course.
FIT5000,Minor thesis extension,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester,,,,"FIT5000 is an extension unit for all FIT coursework masters minor thesis degrees, where appropriate. Entry only available on approval by the Associate Dean (Education) where exceptional circumstances have been determined."
FIT5003,Software security,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester,FIT9131;FIT9136;FIT9133,,,"This unit aims to introduce the secure software development issues including secure software development life cycle, secure software design principles, secure coding practices, threat evaluation models, secure software testing, deployment and maintenance, software development and security policy integration. You are provided with a range of practical exercises and tasks to reinforce their skills including: identification of security bugs in programs written in different programming languages, design, implementation, and testing of secure concurrent and networked applications, identification of vulnerabilities in networked and mobile/wireless applications. In addition, you will learn input validation techniques to minimise security risks, man-in-the-middle attack techniques to be able to build more secure networked applications, practical secure software testing techniques to be able to test applications for security bugs."
FIT5032,Internet applications development,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Suzhou (SEU),Second semester; Term 3,FIT9137&FIT5136,,,"This unit provides you with the knowledge, understanding and skills required to develop an application system which uses a web interface to a back-end database. The unit assumes a sound basic knowledge of programming and database concepts and skills as developed in the introductory units in these areas. The emphasis in the unit is on mastery of the key concepts and the basic knowledge and skills required to build this kind of application. The unit will provide you with an awareness of the wide range of technologies which are used to support this kind of application, but will examine only a limited number of these technologies to demonstrate the key concepts and their application.
The unit will take a strongly practical focus in examining the technology issues involved, and highlight the key issues which a developer needs to address in developing applications of this kind for real-world systems."
FIT5037,Network security,2026,6,IT,Unit,Faculty of Information Technology,Suzhou (SEU); Clayton,Term 3; Second semester,FIT5163,,,"Network security is an important part of any computer network and essential knowledge for IT professionals. This unit provides fundamental network security for IT students and professionals. It covers wired and wireless communication and network security, security at different layers, computer system security, network services and applications security, basic defence systems, cryptography for network security, techniques for identifying system vulnerabilities and penetration testing."
FIT5046,Mobile and distributed computing systems,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester; First semester,FIT5136,,,"This unit provides a high level coverage of mobile and distributed computing. It will focus on the underlying concepts and standards of mobile computing. You will learn techniques to design and develop mobile applications. The unit will also provide you with an understanding of current mobile and distributed technologies such as web services, Internet of Things, context-aware computing, location-awareness, wireless sensor networks and current research trends."
FIT5047,Fundamentals of artificial intelligence,2026,6,IT,Unit,Faculty of Information Technology,Suzhou (SEU); Malaysia; Clayton,First semester; Second semester,(FIT9136;FIT9133;FIT9131)&(EPM5026;MAT9004),,,"This unit introduces the main problems and approaches to designing intelligent software systems including automated search methods, knowledge representation and reasoning, planning, reasoning under uncertainty, machine learning paradigms, and evolutionary algorithms."
FIT5057,Project management,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,,,,"This unit focuses on a holistic approach to project management. It provides you with a high level of understanding of the processes of project management, as well as sound skills in the use of project tools. Proficiency in using key tools and concepts could give you a significant competitive advantage in the market place. The content deals with: concepts and definitions; organising and staffing the project office and team; planning, scheduling techniques; cost control; risk management; contracts and procurement; etc. Case studies, articles of interest that may appear in current media, and your own work experiences with project management, will be discussed to optimise the learning opportunity in the unit."
FIT5094,Evolutionary decision support,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester,FIT9138;FIT9130,,,"This unit provides you with an understanding of the development and use of information systems that support decision makers, especially managers. You will learn of the nature of decision-making and decision theories and how these affect the development of decision support systems in an evolutionary manner. A number of commonly used decision support methods and techniques will be explored. You will be introduced to personal decision support systems, data warehousing, and business intelligence/analytics."
FIT5102,IT strategy and governance,2026,6,IT,Unit,Faculty of Information Technology,,,,,,"This unit develops students understanding of information technology strategy and governance by introducing key theories and frameworks (e.g., Strategic Alignment and maturity, Knowledge Management, and COBIT governance framework) in addition to facilitating active learning through case studies. The unit discusses IT governance in the context of strategy implementation and considers the current development of IT in business contexts, including digital transformation, Big Data, artificial intelligence, cyber security and risks, and the associated human and infrastructure management issues. The unit takes into account relevant legislation and standards and draws on case studies to differentiate strategies focused primarily on people, business processes, and technologies that can facilitate each approach. You will also have opportunities to engage in critical discussions on IT strategy and governance related studies with peers."
FIT5107,Recordkeeping informatics,2026,6,IT,Unit,Faculty of Information Technology,,,,,,"This unit relates to managing the creation, storage, recall and dissemination of records. Recordkeeping is concerned with the management of information as evidence for accountability, transparency, memory and identity purposes. In order to achieve recordkeeping objectives it is essential to take individual, social (including organisational) and technological perspectives into account. Recordkeeping informatics is a continuum based approach to managing authoritative information in today's shifting, complex and technologically challenging environment."
FIT5108,Reading unit,2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester; Second semester,FIT5125,,,"This unit enables students to read widely in a relevant topic within the fields of information technology, information systems or information management, under supervision. It may cover an area not offered in any other fifth-year level unit, or involve building greater in-depth knowledge in an area with which they already have some familiarity. Details for the reading unit will be defined and approved individually for each student and will include objectives, assessment details, due dates and an initial reading list. Assessment comprises a research paper or review (6000-10,000 words), project report, or equivalent. Enrolment into Reading Units and allocation of a supervising academic will be approved by the Associate Dean (Education)."
FIT5109,Research topic,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester; First semester,,,,"This unit enables students to pursue a particular topic of research in the fields of information technology, information systems or information management. The research is done under supervision, and provides a chance for a student to pursue a topic of interest that has not been covered in other coursework units, or to build more in-depth knowledge in an area with which they already have some familiarity but desire more knowledge and expertise. Students enrolling in this unit should have the approval of the Head of School or their nominee. Assessment comprises a research paper, project report, or equivalent."
FIT5120,Industry experience studio project,2026,12,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,First semester; Second semester,,,,"This industry experience studio project capstone unit gives you the opportunity to work in teams to research contemporary approaches to developing a defined project, develop new skills and apply the knowledge and skills they have already gained in a practical setting.
Teams will research and create a meaningful and beneficial problem space or design question and then carry out research or design in a systematic manner to develop and deliver a solution to industry standards, for use by organisations and/or community groups. Teams will be self managed and may be a mix of students drawn from all Masters courses in the faculty, depending on the specialist field.
Throughout this process you will need to communicate findings, knowledge and ideas effectively and professionally to a range of stakeholders, with a range of IT knowledge, in relevant and innovative ways. The stakeholders will include academics, peers, project-based stakeholders and senior industry experts. You will attend unit seminars, carry out research individually and contribute in a professional, committed and collegial manner to the work of your team and studio peers."
FIT5122,Professional practice,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,,,,"The Professional Practice unit enables you to build and improve on the professional skills needed to succeed as an IT Professional. You will explore a range of theoretical and practical skills including complex communication, conflict resolution, team work, and cross cultural skills as well as skills to navigate ethical challenges related to technology. It looks at the role and importance of professional associations. Through a combination of enquiry based self-research, facilitated discussion and practical assignments, you will gain an understanding of the underlying theories and strategies to help them more effectively apply these skills to situations faced in the workplace. As part of this journey, you will have the opportunity to reflect on and improve your existing professional skills by exploring how they do things, reflecting on whether best practices are being applied and evaluating how you could continue to improve. You will create a portfolio to facilitate and record these reflections for your future career. Study in FIT5122 supports study in FIT5120, therefore students enrolled in FIT5120 should enrol in FIT5122 in conjunction with FIT5120 where possible.Students enrolled in the research stream should take FIT5122 with their research units."
FIT5124,Emerging topics for cybersecurity in practice,2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester,FIT5163,,,"This unit aims to provide you with advanced knowledge of cybersecurity. Advancements in cloud services, mobile computing, and machine learning bring much convenience to our lives, improve our productivity in daily work, and provide us with personalised services. Despite many benefits, these new paradigms incur aggravated security and privacy concerns. End-users, enterprises, and governments face growing threats from sophisticated cyber attacks. This unit will study advanced cybersecurity technologies to address those threats in the current practice. Topics include design and implementation of advanced cryptosystems for high-performance applications such as encrypted databases, cryptographic protocols and hardware-assisted approaches for secure computing applications such as privacy-preserving machine learning, and practical post-quantum cryptography that can address the emerging threats of quantum computers. Learning activities will focus on understanding security and privacy issues in cloud and networked systems, encrypted search techniques, cloud storage security, secure multi-party computation techniques, trusted computing, and lattice-based cryptography."
FIT5125,IT research and innovation methods,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,Second semester; First semester,,,,"The aim of this unit is to prepare you to conduct research and innovation in the IT industry. It provides broad coverage of the issues, concepts, methods, and techniques associated with the contemporary IT professional as you conduct research, and design and evaluate new products and services. It introduces you to major research and innovation paradigms, the principles of research and innovation design, responsible research and innovation, and research and innovation methods and techniques within IT industry. It also covers how to effectively communicate the results research and innovation through the established method of short-form video. Skills developed and knowledge acquired from this unit will prepare you to plan, conduct and communicate research and innovation within an IT organisation, as well as to be knowledgeable and critical interpreters of research and innovation more generally."
FIT5126,Masters thesis part 1,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,FIT5125,,,"This unit is a research unit common to FIT Masters degrees. Due to the nature of IT, a wide range of Masters project types can be offered to students. Some project components are of a practical nature and may involve software development and/or experimentation, while other components are of a more theoretical nature."
FIT5127,Masters thesis part 2,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,Second semester; First semester,FIT5126,,,"This unit is a research unit common to FIT Masters degrees. Due to the nature of IT, a wide range of Masters project types can be offered to students. Some project components are of a practical nature and may involve software development and/or experimentation, while other components are of a more theoretical nature."
FIT5128,Masters thesis final,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,FIT5126,,,"This unit is a research unit common to FIT Masters degrees. Due to the nature of IT, a wide range of Masters project types can be offered to students. Some project components are of a practical nature and may involve software development and/or experimentation, while other components are of a more theoretical nature."
FIT5129,Cyber operations,2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester,,,,"An effective cybersecurity practitioner requires knowledge from multiple disciplines, including computer science, mathematics, psychology, sociology, criminology, law, economics, and engineering. This unit considers the intersection of the technical, psychological, and sociological aspects involved in maintaining security within organisations. The unit will provide you with practical foundations in planning secure networks, policy-based operations, and the implementation of security. You will also be introduced to best practices in dealing with security breaches. Critical reflective and practical skills will be acquired through reflective reading and considering real-world applications."
FIT5136,Software engineering,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Suzhou (SEU),First semester; Second semester,(FIT9133;FIT9136;FIT9131),,,"Software has become an integral part of our modern world, permeating various sectors. Thus, software engineering is a branch of computer science in which engineering principles are applied to create software systems that meet project requirements that are reliable, and stay within budget and timeline constraints. In this unit, you will learn about modern software development lifecycle (SDLC), processes, tools, and technologies. You will also gain practical experience in a range of software engineering activities, including project planning, requirement analysis, software design and development, software quality assurance, and testing. By the end of the unit, you are equipped with the knowledge and skills needed to tackle complex software projects and adapt to the ever-evolving landscape of technology, making them valuable assets in a wide range of industries, from software companies to finance, healthcare, and more"
FIT5137,Advanced database technology,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester,FIT9132,,,"This unit explores advanced database technologies, focusing on two key technologies: (i) Data Engineering, covering data transformation, cleaning, data warehouse architecture, and efficient design and querying for analytical tasks. (ii) Emerging Database Technologies, including introducing geospatial data, geospatial DBMS features, spatial data modelling, indexing, querying, and visualization techniques."
FIT5145,Foundations of data science,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,First semester; Second semester,FIT9133;FIT9131;FIT9136,,,"This unit looks at processes, case studies and simple tools to understand the many facets of working with data, and the significant effort in Data Science over and above the core task of Data Analysis. Working with data as part of a business model and the lifecycle in an organisation is considered, as well as business processes and case studies. Data and its handling is also introduced: characteristic kinds of data and its collection, data storage and basic kinds of data preparation, data cleaning and data stream processing. Styles of data analysis and outcomes of successful data exploration and analysis are reviewed. Standards, tools and resources are also reviewed. Basic curation and management are reviewed: archival and architectural practice, policy, legal and ethical issues."
FIT5147,Data exploration and visualisation,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,Second semester; First semester,,,,"This unit introduces statistical and visualisation techniques for the exploratory analysis of data. It will cover the role of data visualisation in data science and its limitations. Visualisation of qualitative, quantitative, temporal and spatial data will be presented. What makes an effective data visualisation, interactive data visualisation, and creating data visualisations with R and other tools will also be presented."
FIT5149,Applied data analysis,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester,(EPM5027&EPM5003),,,"This unit aims to provide you with the necessary analytical and data modeling skills for the roles of a data scientist or business analyst. You will be introduced to established and contemporary Machine Learning techniques for data analysis and presentation using widely available analysis software. They will look at a number of characteristic problems/data sets and analyse them with appropriate machine learning and statistical algorithms. Those algorithms include regression, classification, clustering and so on. The unit focuses on understanding the analytical problems, machine learning models, and the basic modeling theory. You will need to interpret the results and the suitability of the algorithms"
FIT5152,User interface design and usability,2026,6,IT,Unit,Faculty of Information Technology,Clayton,Second semester,,,,"This unit provides detailed understanding of user interaction design theories, principles and practices and usability for web based systems and small screen devices. The unit examines issues in interaction design and usability from various perspectives, in particular the user experience. The unit includes how to achieve more effective design during systems development, tools and techniques for understanding users better and the application of these to designing web and small screen device systems. It explores contemporary issues including the challenges faced by designers with emerging technologies."
FIT5160,"Business process modelling, design and simulation",2026,6,IT,Unit,Faculty of Information Technology,,,,,,"Business processes must be designed to ensure that they are effective and meet customer requirements. A well-designed process will improve efficiency and deliver greater productivity. This unit will introduce students to analytical tools that can be used to model, analyse, understand and design business processes. Students will also gain hands-on experience in using simulation software as a tool for analysing business processes."
FIT5163, Introduction to cryptography for cybersecurity,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Suzhou (SEU),Second semester; First semester,(FIT9135&FIT9134),,,"The unit aims to provide you with in depth knowledge of techniques required to deal with security problems in information systems. The main areas of study include symmetric and asymmetric encryption techniques, cryptographic hash functions with related topics of message authentication codes and digital signatures. Study of techniques and algorithms for providing mutual trust include key management and distribution and user authentication to establish trust in the identity of communicating partner are also included. It looks at various management issues, including use and abuse of encryption, distributed systems authentication and integrity management. A range of security applications are used as examples. You will learn how to apply cryptographic techniques in practice."
FIT5171,"System validation and verification, quality and standards",2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester,FIT9131&FIT9132,,,"This unit covers the core software engineering disciplines concerned with managing and delivering quality software. Topics include processes, tools and techniques for system validation and verification, including major commercial tools used in industry. It shows how to detect, analyse and control defects in complex software systems. Inspection and testing methodologies, analysis of artefacts, robustness, quality assurance, and advanced software validation and verification methods are covered."
FIT5190,Introduction to IT research methods,2026,6,IT,Unit,Faculty of Information Technology,Suzhou (SEU),First semester,,,,"This unit introduces you to IT research. Specifically, it introduces major research methods that are used by IT researchers including experiments, surveys, case studies, and design science. It also addresses the collection and analysis of quantitative and qualitative data. You will learn how to effectively communicate research. Skills developed and knowledge acquired from this unit will prepare you to conduct your own research, as well as to be knowledgeable consumers of others' research."
FIT5196,Data wrangling,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,FIT9133;FIT9136,,,"This unit introduces tools and techniques for data wrangling. It will cover the problems that prevent raw data from being effectively used in analysis and the data cleansing and pre-processing tasks that prepare it for analytics. These include, for example, the handling of bad and missing data, data integration and initial feature selection. It will also introduce text mining and web analytics. Python and the Pandas environment will be used for implementation."
FIT5197,Statistical data modelling,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,First semester; Second semester,((EPM5026&ETC5510);MAT9004)&(FIT9131;EPM5033;FIT9136;FIT9133),,,"This unit explores the statistical modelling methods that underlie the analytic aspects of Data Science and Machine Learning. By working through examples, this unit gives a strong mathematical and statistical foundation to enable a deeper understanding of data analysis and machine learning methods taught in later MDS/MAI units which focus on machine learning with a more practical perspective. It introduces basic notions about data and foundational mathematics and statistics in the form of sample statistics, probability, expectation and parametrised probability distributions. This provides a basis to introduce statistical inference through maximum likelihood estimation, confidence intervals and hypothesis testing as a way of inferring information about the probability distributions that best describe observed data. Building upon inference models, the unit considers predictive models that predict one data variable based on other data variables through introductory supervised machine learning methods for regression and classification. Unsupervised machine learning methods such as clustering that find hidden groupings in data are also considered."
FIT5201,Machine learning,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Suzhou (SEU); Clayton,Second semester; Term 3; First semester,(EPM5027;(FIT5047;FIT5145)),,,"This unit introduces machine learning and the major kinds of statistical learning models and algorithms used in data analysis. Learning and the different kinds of learning will be covered and their usage will be discussed. The unit presents foundational concepts in machine learning and statistical learning theory, e.g. bias-variance, model selection, and how model complexity interplays with model's performance on unobserved data. A series of different models and algorithms will be presented and interpreted based on the foundational concepts: linear models for regression and classification (e.g. linear basis function models, logistic regression, Bayesian classifiers, generalised linear models), discriminative, probabilistic, and generative models, non-parametric models (e.g., k-nearest neighbour, Gaussian process regression), k-means and latent variable models (e.g. Gaussian mixture model), expectation-maximisation, and neural networks and deep learning. Moreover, implementation techniques will be introduced and practiced that allow to practically implement the introduced algorithms in a scalable manner with robust and standardised interfaces."
FIT5202,Data processing for big data,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia,First semester; Second semester,FIT5145;FIT5047,,,"This unit focuses on big data processing, including volume, complexity, and velocity using the latest big data technologies. In big data volume, it covers large volume data processing using parallel technologies. In large dimensionality (or complexity), it covers various data analytics methods for parallel processing. For the velocity, it covers data streaming processing."
FIT5206,Digital continuity,2026,6,IT,Unit,Faculty of Information Technology,Malaysia; Clayton,Second semester,,,,"Maintaining continuity in a digital data driven world is emerging as a key challenge for organisations, communities, governments and societies. Digital continuity is defined as the ability to use digital information in the way that is needed for as long as it is needed. It encompasses understanding the frameworks, principles, processes and technologies underpinning intergenerational system conceptualisation, design, development and implementation. This unit examines the laws, frameworks and policies for managing and preserving information and records as evidence and cultural heritage; access and appraisal strategies, policies and tools, metadata regimes for records and archives; digital repository platforms, technologies, systems and tools; management of archival databases and digital media collections; and development and deployment of archiving tools and services for users. Exemplar digital archiving initiatives and projects in the community and cultural heritage sectors will also be explored."
FIT5212,Data analysis for semi-structured data,2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester,FIT5197;EPM5027,,,"Semi-structured data is one of the fastest growing kinds of data in both the public and private sector, for instance in health. Email collections with sender-recipient graphs, metadata and text content is one example. This unit will explore basic forms of semi-structured data: text, time-sequence data, graphs and multiple relations in a database. Basic machine learning algorithms for these kinds of data will be analysed and applied. Some characteristic industry problems for the application of semi-structured data will also be investigated."
FIT5215,Deep learning,2026,6,IT,Unit,Faculty of Information Technology,Suzhou (SEU); Malaysia; Clayton,First semester; Second semester,((FIT9136;FIT9133)&(EPM5026;MAT9004)),,,"Modern machine learning provides core underlying theory and techniques to data science and artificial intelligence. This unit is for you to develop practical knowledge of modern machine learning and deep learning and how they can be used in real-world settings such as image recognition or text clustering via neural embeddings. Learning activities will focus on designing machine learning systems, a broad landscape of supervised and unsupervised learning methods with a focus on modern deep learning knowledge for data analytics including deep neural networks, representation learning and embedding methods, and deep models used for time-series data which are rapidly used in science and industry."
FIT5216,Modelling discrete optimisation problems,2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester,FIT5201;FIT5197;FIT5047;FIT5222;FIT5215,,,"This unit introduces the fundamentals of modelling for discrete optimisation, focusing on how to rigorously express a discrete optimisation problem in a manner that is can be solved. Topics covered will include decision variables, basic constraints, modelling with sets, modelling with functions, multiple modelling viewpoints, modelling time, common modelling patterns, model translation, and debugging discrete optimisation models. We will examine complex real world problems and see how they can be translated so that they can be solved by modern discrete optimisation technology."
FIT5217,Natural language processing,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Malaysia; Suzhou (SEU),First semester; Term 3,FIT5201;FIT5197;FIT5047;EPM5003;FIT5215,,,"Natural language processing (NLP) stands as a cornerstone in the information age, made even more riveting with the rise of Generative AI and the introduction of models like LLM. NLP not only supports artificial intelligence in grasping intricate language nuances but also heralds a range of innovative applications. This unit delves into the fundamental principles of NLP, covering essential techniques for analyzing language syntax and meaning. We will also explore the neural network underpinnings of contemporary language models in the context of important real-world problems such as Machine Translation. Furthermore, we'll delve into the theoretical and practical foundations of recent LLMs."
FIT5221,Intelligent image and video analysis,2026,6,IT,Unit,Faculty of Information Technology,Clayton,First semester,FIT5197;FIT5215;FIT5047;FIT5201,,,"This unit will discuss the fundamental and modern concepts in image and video analysis. You will be introduced to the basics of image processing and low-level vision. The topics related to image formation, operations, features and segmentation will enable you with the understanding for developing vision enabled systems. Concepts related to convolutional neural networks (CNN) will be introduced and recent examples will be thoroughly analysed. Recent computer vision concepts will be discussed from a deep learning perspective. The unit will be balance between the theoretical and the practical implementation aspects of computer vision."
FIT5222,Planning and automated reasoning,2026,6,IT,Unit,Faculty of Information Technology,Clayton; Suzhou (SEU); Malaysia,Second semester; Term 3; First semester,FIT9136&MAT9004,,,"This unit focuses on the foundations of automated planning and reasoning and their real-world applications. Autonomous agents are active agents that independently execute actions to achieve a certain goal or goals. These agents perceive their environment and reason and plan in order to effect their environment and achieve their goals. This is a very popular and highly researched AI approach and has many significant implications beyond the traditional area of AI (optimisation, robotics, scheduling, etc?). This course will give you the foundations to develop and design your own autonomous agents."
